,document,sentence,label
107,out\767.json,Software Design (SWDN) Level 4,1
108,out\767.json,Programming/Software Development (PROG) Level 4,1
109,out\767.json,Testing (TEST) Level 4,1
110,out\767.json,Systems Integration and Build (SINT) Level 4,1
111,out\767.json,Application Support (ASUP) Level 4,1
112,out\767.json,Benefits,0
113,out\767.json,A Civil Service pension with an average employer contribution of 27%,0
114,out\767.json,"25 days annual leave on appointment, plus 8 days public holidays and 1 day for the King’s Birthday, rising further with service",0
115,out\767.json,"Flexible working options to enable you to achieve the work life balance that right for you including part-time, flexi time and job sharing",0
116,out\767.json,Training and development opportunities tailored to your role,0
117,out\767.json,An in-year bonus scheme,0
118,out\767.json,A culture encouraging inclusion and diversity,0
119,out\767.json,This link is to a short guide on YouTube to employee benefits - Working for the Home Office - Employee Benefits (Sept 2022),0
120,out\767.json,Things you need to know,0
121,out\767.json,Selection process details,0
122,out\767.json,"This vacancy is using Success Profiles (opens in a new window), and will assess your Experience and Technical skills",0
123,out\767.json,As part of the application process you will be asked to complete a CV,0
124,out\767.json,Further details around what this will entail are listed on the application form,0
125,out\767.json,Please note your CV should include all relevant experience that relates to our Essential criteria listed in the advertisement and role description,0
126,out\767.json,"Remove information that identifies you (for example your name, age or place of education) so that you’ll be judged on merit alone and not your background, circumstances, race or gender",0
127,out\767.json,"(Do NOT include e-mail addresses or links to online profiles, resumés, or prior work, either personal or business",0
128,out\767.json,Active links or e-mail addresses will result in your application being rejected),0
129,out\767.json,Application tips,0
130,out\767.json,It’s crucial that your application demonstrates how you meet the Essential criteria set out in the job advertisement,0
131,out\767.json,Don't just do a list of languages / platforms - do provide context,0
132,out\767.json,You should include enough information and describe examples that demonstrate your skills and experience,0
133,out\767.json,You should give yourself plenty of time,0
134,out\767.json,You can start an application and come back to complete it before the job advert closes,0
135,out\767.json,More guidance can be found here – completing you application,0
136,out\767.json,Sift Stage,0
137,out\767.json,The sift will be held on the CV,0
138,out\767.json,Please read the Essential skills for this position carefully,0
139,out\767.json,We will only consider those who meet the listed requirement,0
140,out\767.json,"Candidates who pass the sift will be provided with a programming exercise / coding exercise to complete, details will be provided prior to the interview",0
141,out\767.json,Technical Exercise,0
142,out\767.json,This coding test will assess your ability to effectively perform in the advertised role,0
143,out\767.json,You will be sent detailed instructions along with an invitation to take the test,0
144,out\767.json,Please make us aware if you require any reasonable adjustments in order to participate in the test,0
145,out\767.json,A technical test is a great opportunity for you to show us your technical capability in a structured and transparent way,0
146,out\767.json,We have an assortment of tests to assess different skills depending on the role,0
147,out\767.json,"If you complete the test, meeting our expectations at this level, you will be invited to a video interview in the following few weeks",0
148,out\767.json,Interview Stage,0
149,out\767.json,Candidates reaching the required standard will then be invited to attend a final interview,0
150,out\767.json,The interview will assess your Technical Skills (SFIA Framework) and experience using technical and experience-based questions,0
151,out\767.json,"Regrettably, candidates who fail to complete the test and those candidates not reaching the required standard should note that their applications will not be progressed further",0
152,out\767.json,Sift and interview dates  Sift will be conducted week commencing 08th May 2023,0
153,out\767.json,Interviews will be held week commencing 29th May 2023,0
154,out\767.json,(Subject to panels operational requirements/priorities),0
155,out\767.json,Interviews will be conducted remotely via MS Teams,0
156,out\767.json,We will try to meet the dates set out in the advert,0
157,out\767.json,There may be occasions when these dates will change,0
158,out\767.json,You will be provided with sufficient notice of the confirmed dates,0
159,out\767.json,Further Information,0
160,out\767.json,Please read the essential skills for this position carefully,0
161,out\767.json,We will only consider those who meet the listed requirement,0
162,out\767.json,If you have previously made an unsuccessful application for a role with the same essential skills and are not able to demonstrate how you have developed these skills since your last application please reconsider applying as your application is unlikely to be successful,0
163,out\767.json,"For meaningful checks to be carried out, individuals need to have lived in the UK for a sufficient period of time to enable appropriate checks to be carried out and produce a result which provides the required level of assurance",0
164,out\767.json,You should normally have been resident in the United Kingdom for the last 5 years for SC clearance and 10 years for DV,0
165,out\767.json,A lack of UK residency in itself is not necessarily a bar to a security clearance and applicants should contact the Vacancy Holder/Recruiting Manager listed in the advert for further advice,0
166,out\767.json,Higher Security Clearance - This post requires the successful candidate to hold security clearance at minimum SC level (normally requiring a five year UK footprint),0
167,out\767.json,Job offers to this post are made on the basis of merit,0
168,out\767.json,Security vetting will only take place after the receipt of a job offer,0
169,out\767.json,Visa Sponsorship Statement - Please take note that the Home Office DDaT does not hold a UK Visa & Immigration (UKVI) Skilled Worker License and are unable to sponsor any individuals via Skilled Worker Sponsorship / Tier 2 (General) work visa,0
170,out\767.json,A location-based reserve list of successful candidates will be kept for 12 months,0
171,out\767.json,Should another role become available within that period you may be offered this position,0
172,out\767.json,We often have similar roles available at different grades,0
173,out\767.json,"If a candidate is suitable for a similar role or a lower grade than they have applied for, we may offer the candidate that role without the need to go through a further selection process providing the role has the same competencies and essential skills",0
174,out\767.json,This post is eligible for a DDaT Recruitment Retention Allowance this allowance is subject to an initial review within six months of taking up the post and thereafter an annual review in line with the departmental priorities and could be reduced or withdrawn at any time,0
175,out\767.json,"Every day, Home Office civil servants do brilliant work to develop and deliver policies and services that affect the lives of people across the country and beyond",0
176,out\767.json,"To do this effectively and fairly, the Home Office is committed to representing modern Britain in all its diversity, and creating a welcoming, inclusive workplace where all our people are able to bring their whole selves to work and perform at their best",0
177,out\767.json,"We are flexible, skilled, professional and diverse",0
178,out\767.json,We work to recruit and retain disabled staff and area Disability Confident Leader,0
179,out\767.json,We are proud to be one of the most ethnically diverse departments in the civil service,0
180,out\767.json,We are a Social Mobility Foundation top 75 employer,0
181,out\767.json,New entrants are expected to join on the minimum of the pay band,0
182,out\767.json,"Applicants who are successful at interview will be, as part of pre-employment screening, subject to a check on the Internal Fraud Database (IFD)",0
183,out\767.json,This check will provide information about employees who have been dismissed for fraud or dishonesty offences,0
184,out\767.json,This check also applies to employees who resign or otherwise leave before being dismissed for fraud or dishonesty had their employment continued,0
185,out\767.json,Any applicant's details held on the IFD will be refused employment,0
186,out\767.json,For further information please see the attached notes for candidates which must be read before making an application,0
187,out\767.json,Existing Civil Servants should note that some of the Home Office terms and conditions of employment have changed,0
188,out\767.json,It is the candidate’s responsibility to ensure they are aware of the Terms and Conditions they will adopt should they be successful in application and should refer to the notes for candidates for further details,0
189,out\767.json,Transfer Terms: Voluntary,0
190,out\767.json,If you are invited to an interview you will be required to bring a range of documentation for the purposes of establishing identity and to aid any pre-employment checks,0
191,out\767.json,Please see the attached list of Home Office acceptable ID documents,0
192,out\767.json,Any move to the Home Office from another employer will mean you can no longer access childcare vouchers,0
193,out\767.json,This includes moves between government departments,0
194,out\767.json,"You may however be eligible for other government schemes, including Tax Free Childcare",0
195,out\767.json,Determine your eligibility at https://www,0
196,out\767.json,childcarechoices,0
197,out\767.json,gov,0
198,out\767.json,uk,0
199,out\767.json,Reasonable Adjustments,0
200,out\767.json,"If a person with disabilities is at a substantial disadvantage compared to a non-disabled person, we have a duty to make reasonable changes to our processes",0
201,out\767.json,"If you need a change to be made so that you can make your application, you should:",0
202,out\767.json,Contact Government Recruitment Service via HOrecruitment,0
203,out\767.json,grs@cabinetoffice,0
204,out\767.json,gov,0
205,out\767.json,uk as soon as possible before the closing date to discuss your needs,0
206,out\767.json,Complete the “Assistance Required” section in the “Additional Requirements” page of your application form to tell us what changes or help you might need further on in the recruitment process,0
207,out\767.json,"For instance, you may need wheelchair access at interview, or if you're deaf, a language service professional",0
208,out\767.json,"If you are experiencing accessibility problems with any attachments on this advert, please contact the email address in the ‘Contact point for applicants’ section",0
209,out\767.json,Feedback,0
210,out\767.json,Feedback will only be provided if you attend an interview or assessment,0
211,out\767.json,Security,0
212,out\767.json,Successful candidates must meet the security requirements before they can be appointed,0
213,out\767.json,The level of security needed is security check (opens in a new window),0
214,out\767.json,See our vetting charter (opens in a new window),0
215,out\767.json,People working with government assets must complete baseline personnel security standard (opens in new window) checks,0
216,out\767.json,Nationality requirements,0
217,out\767.json,This job is broadly open to the following groups:,0
218,out\767.json,UK nationals,0
219,out\767.json,nationals of Commonwealth countries who have the right to work in the UK,0
220,out\767.json,nationals of the Republic of Ireland,0
221,out\767.json,"nationals from the EU, EEA or Switzerland with settled or pre-settled status or who apply for either status by the deadline of the European Union Settlement Scheme (EUSS) (opens in a new window)",0
222,out\767.json,"relevant EU, EEA, Swiss or Turkish nationals working in the Civil Service",0
223,out\767.json,"relevant EU, EEA, Swiss or Turkish nationals who have built up the right to work in the Civil Service",0
224,out\767.json,"certain family members of the relevant EU, EEA, Swiss or Turkish nationals",0
225,out\767.json,Further information on nationality requirements (opens in a new window),0
226,out\767.json,Working for the Civil Service,0
227,out\767.json,The Civil Service Code (opens in a new window) sets out the standards of behaviour expected of civil servants,0
228,out\767.json,"We recruit by merit on the basis of fair and open competition, as outlined in the Civil Service Commission's recruitment principles (opens in a new window)",0
229,out\767.json,The Civil Service embraces diversity and promotes equal opportunities,0
230,out\767.json,"As such, we run a Disability Confident Scheme (DCS) for candidates with disabilities who meet the minimum selection criteria",0
231,out\767.json,"The Civil Service also offers a Redeployment Interview Scheme to civil servants who are at risk of redundancy, and who meet the minimum requirements for the advertised vacancy",0
232,out\767.json,Apply and further information,0
233,out\767.json,This vacancy is part of the Great Place to Work for Veterans (opens in a new window) initiative,0
234,out\767.json,"Once this job has closed, the job advert will no longer be available",0
235,out\767.json,You may want to save a copy for your records,0
236,out\767.json,Contact point for applicants,0
237,out\767.json,Job contact :,0
238,out\767.json,Name :,0
239,out\767.json,George Hill,0
240,out\767.json,Email :,0
241,out\767.json,George,0
242,out\767.json,Hill@homeoffice,0
243,out\767.json,gov,0
244,out\767.json,uk,0
245,out\767.json,Recruitment team :,0
246,out\767.json,Email :,0
247,out\767.json,HOrecruitment,0
248,out\767.json,grs@cabinetoffice,0
249,out\767.json,gov,0
250,out\767.json,uk,0
251,out\767.json,Further information,0
252,out\767.json,"If you feel that your application has not been treated in accordance with the recruitment principles, and wish to make a complaint, then you should contact in the first instance",0
253,out\767.json,HORecruitment,0
254,out\767.json,GRS@cabinetoffice,0
255,out\767.json,gov,0
256,out\767.json,uk,0
257,out\767.json,"If you are not satisfied with the response that you receive, then you can contact the Civil Service Commission",0
0,out\768.json,"Peterborough/ Hybrid | Hybrid | To £70,000",0
1,out\768.json,Permanent | Full-time | KR/Technical Lead,0
2,out\768.json,Front End Developer – React – Javascript – Technical Lead,0
3,out\768.json,Job Description,0
4,out\768.json,Looking for a new venture/ exciting opportunity? Hybrid Working,0
5,out\768.json,My client based in Peterborough is looking for a Front End Technical Lead,0
6,out\768.json,A great team to be a part of and an opportunity for you to be the person to drive projects/ deadlines through to the end,0
7,out\768.json,Want to move into a lead role?,0
8,out\768.json,"Can you bring any experience in designing, building and deploying first-class software?",1
9,out\768.json,"Do you champion a DevSecOps mindset, deploying via automated CI/CD pipelines, creating cloud-native applications with infrastructure-as-code",1
10,out\768.json,"Tech Stack – AWS, React, HTML , Docker",0
11,out\768.json,Please email me your CV so we can discuss the opportunity and be part of something exciting!,0
0,out\769.json,"Founded in 2009, Maximum Games is a global top 20 video game publisher and distributor led by Christina Seelye, a seasoned executive of consumer products and go-to-market strategies",0
1,out\769.json,"Maximum Games and Modus are part of the Maximum Entertainment Group- a multinational development and publishing group dedicated to bringing the highest level of innovation, technology, and creative ambition to the global games market through its growing family of brands",0
2,out\769.json,The group currently consists of five studios and four publishers and leverages each entity’s unique capabilities and brand identity to deliver influential and entertaining content to gamers worldwide,0
3,out\769.json,"As an innovative video game publisher, we encourage employees to set aside corporate attire and mindset in favor of entrepreneurism, strategic thinking and just enough process-orientation to be effective in a fast-paced, high-growth environment",0
4,out\769.json,The company values productive fun and invites team members to leverage their skills and abilities for company and personal success,0
5,out\769.json,"If this is the right environment for you, we are currently searching for a Web Developer",0
6,out\769.json,"This individual will be responsible for the execution of website projects, from concept through development, delivery, launch, and post-launch optimization",0
7,out\769.json,"The ideal candidate will have project management experience, a basic understanding of UX principles, and hands-on web production skills",0
8,out\769.json,"This position is full-time, and hybrid (3 days in office) from our office in St",0
9,out\769.json,"Ives, Cambridgeshire, UK",0
10,out\769.json,"In this role, you will:",0
11,out\769.json,Design and develop our game product websites and unique landing pages,0
12,out\769.json,Update our corporate websites,0
13,out\769.json,"Manage internal resources and external agencies for the execution of web projects from concept through development, delivery, launch, and post-launch optimization",0
14,out\769.json,"Manage all communication and relationships with internal clients and resources, along with external agencies",0
15,out\769.json,"Manage and define project scope, schedules, budgets, and resources throughout a project’s lifecycle",0
16,out\769.json,Oversee site QA and launch process; implement tracking and analytics,0
17,out\769.json,Use tools like Google Optimize and Google Analytics to improve our websites and support marketing goals,0
18,out\769.json,Work with Brand Management team to define the marketing website strategy,0
19,out\769.json,Create web form applications to be used by game development partners,0
20,out\769.json,Assist with other requests from the Director of Creative Services as needed,0
21,out\769.json,"Ideally, you have:",1
22,out\769.json,5+ years of experience producing web projects; management of websites with regularly updated content a plus,1
23,out\769.json,"Must have hands-on skills with Adobe Photoshop, the ability to create wireframes, and be familiar with Content Management Systems",1
24,out\769.json,Experience designing and developing websites for desktop and mobile,1
25,out\769.json,Project management skills (experience with Jira is a plus) and the ability to manage multiple projects at once under deadline,1
26,out\769.json,"Experience with SEO, web analytics, and localization/translation",1
27,out\769.json,"Experience with HTML5, CSS, Javascript, and WordPress",1
28,out\769.json,Experience building and managing web form applications,1
29,out\769.json,Experience with creating rich media advertising units a plus,1
30,out\769.json,Experience with web accessibility compliance a plus,1
31,out\769.json,"Ability to evaluate designs and content to ensure that it is visually impactful, meets brand guidelines, and utilizes best practices for presenting content to the targeted audience",1
32,out\769.json,Experience in the video game industry a plus; appreciation of and familiarity with video games preferred,1
33,out\769.json,"As part of your application, you must include a link to your portfolio or work samples",0
34,out\769.json,pRVhFRznHh,0
0,out\77.json,Tech Stack – JavaScript/TypeScript/Angular,0
1,out\77.json,The successful developer will join a leading provider of cloud-based dispatch software who are looking for ambitious software developers looking to take the next step in their career,0
2,out\77.json,"Established in 2002, this innovative business within the transportation, taxi and private hire sector, uses cutting-edge technology to revolutionise the industry and help of hundreds of companies, and thousands of cars thrive in a fast-moving industry facing many changes",0
3,out\77.json,Responsibilities:,0
4,out\77.json,Design and develop new features in Smart phone apps and website based solutions,0
5,out\77.json,Work as part of the multi-disciplinary team delivering full stack solutions,0
6,out\77.json,Develop highly testable code and write unit tests to ensure solutions are production ready,0
7,out\77.json,Keep up with the latest technological trends and latest developments to develop your skillset,0
8,out\77.json,Salary:,0
9,out\77.json,"They offer up to £35,000 depending on experience",0
10,out\77.json,Location:,0
11,out\77.json,This is a fully remote role,0
12,out\77.json,How to Apply,0
13,out\77.json,Please apply asap with your CV to be considered for this position,0
14,out\77.json,You can also get in touch with me on [email protected] or 0191 406 6111,0
15,out\77.json,"Keywords: JavaScript, Angular, TypeScript, private hire, taxi, Cambridge, Cloud-based, transportation, junior",0
16,out\77.json,Job Overview,0
17,out\77.json,"Location: London, UK",0
18,out\77.json,Job Title: 35k!!! – Junior Developer,0
19,out\77.json,Salary: £25000 - £35000,0
20,out\77.json,Apply For This Job,0
21,out\77.json,Before applying for this position you need to submit your online resume,0
22,out\77.json,Click the button below to continue,0
0,out\775.json,"Reqiva have partnered with an award winning company who are world leader in Motion Capture, high performance software and hardware products across multiple sectors",0
1,out\775.json,They are looking for a data management software engineer who would help in shaping and solving complex and exciting challenges within the computer vision and motion capture,0
2,out\775.json,"This company are based in Oxford with the opportunity for remote working, with an open office for local candidates but also happy with candidates commuting to their office every 2 - 4 weeks",0
3,out\775.json,"The salary range for this role is ideally between £55,000 - £75,000 per annum with benefits including, private medical insurance and 10% pension",0
4,out\775.json,Responsibilities:,0
5,out\775.json,"You will develop tools and processes to help manage, and make best use of, datasets in a machine learning and computer vision pipelines",0
6,out\775.json,You will be building data pipelines,0
7,out\775.json,Desirable Skills:,1
8,out\775.json,Working with databases and developing database tools,1
9,out\775.json,Python / scripting tools,1
10,out\775.json,Cloud infrastructure and familiarity with machine learning training and validation pipelines,1
11,out\775.json,If you feel this role would be suitable based on the requirements then don't hesitate to apply for consideration for this role and for someone to contact you!,0
12,out\775.json,Email - a,0
13,out\775.json,ring@reqiva,0
14,out\775.json,com,0
15,out\775.json,Mobile - 01189595552,0
0,out\776.json,Company Description,0
1,out\776.json,"We pledge ""to prove IT can make a real difference to our customer's businesses""",0
2,out\776.json,We work hard to ensure we understand what our customers need from their technology solutions and then we deliver,0
3,out\776.json,We are an award-winning company who provide world class customer service; we think big and we hire great people,0
4,out\776.json,"Version 1 are more than just another IT services company - we are leaders in implementing and supporting Oracle, Microsoft and AWS technologies",0
5,out\776.json,"Invest in us and we’ll invest in you; if you are driven, committed and up for a challenge, we want to meet you",0
6,out\776.json,Job Description,0
7,out\776.json,"We are building/adapting scalable, high-quality RESTful microservices using Python and Django for a government client",0
8,out\776.json,"Modern, accessible frontend applications using HTML, CSS, and JavaScript with templating tools like Moustache",0
9,out\776.json,"You will be engaging in solution design with Business and Technical representatives, bringing your thoughts on new techniques and alternative approaches to the team for the development of public and private APIs, web application backends, and data acquisition from web sources using the Python language",0
10,out\776.json,Responsibilities,0
11,out\776.json,"Build APIs for third-party access to regulations from the client, to be implemented under an API management system",0
12,out\776.json,"Build responsive, reliable, performant, documented and secure web application backends",0
13,out\776.json,"Implement, tune, monitor, and maintain the DevOps necessary to support the above (AWS, Azure, GCP) with Docker",0
14,out\776.json,"Using common JavaScript build and test tools such as Jest/Mocha/Jasmine/Karam, Webpack and NPM",0
15,out\776.json,Implement a TDD approach to building software and an understanding of modern design patterns,0
16,out\776.json,Perform code reviews and testing as needed to ensure high quality deliverables,0
17,out\776.json,Create and communicate development plans and schedules,0
18,out\776.json,Qualifications,1
19,out\776.json,We are looking for:,1
20,out\776.json,Experience in comparable business/technical/product environments using Python,1
21,out\776.json,"Proficiency in cloud-based development, DevOps, and operations",1
22,out\776.json,"Technologies – Python 3, HTML, SQL, XML, GIT,",1
23,out\776.json,Experience of configuring cloud environments: Microsoft Azure and/or Amazon AWS,1
24,out\776.json,Reasonable Linux knowledge,1
25,out\776.json,Strong communication skills,1
26,out\776.json,Candidates that are eligible for SC clearance,1
27,out\776.json,Additional Information,0
28,out\776.json,"Before you apply, here are some of our benefits",0
29,out\776.json,"We offer profit share, pension, private medical, flexible working policy and more",0
30,out\776.json,We offer incentives for accreditations and educational assistance for courses relevant to your role,0
31,out\776.json,We offer employee recognition in the form of Excellence Awards and CallOut which are awarded by your peers,0
32,out\776.json,Engagement is incredibly important with local engagement teams driving our engagement events!,0
33,out\776.json,Remote Working,0
34,out\776.json,Private Medical,0
35,out\776.json,Life Insurance,0
36,out\776.json,Quarterly Profit Share,0
37,out\776.json,Pathways Career Development Quarterly,0
0,out\778.json,"Videojet Technologies, Inc",0
1,out\778.json,"is the global leader in the manufacturing of coding, printing and marking products",0
2,out\778.json,"This high technology product prints variable information, such as expiration dates on grocery products, packaged goods, pharmaceuticals or catalogues",0
3,out\778.json,"Our industry is pivotal in ensuring end users consume their food, beverage and pharmaceutical products safely",0
4,out\778.json,"As the market share leader, we have operations in over 30 countries with 4,000 employees worldwide",0
5,out\778.json,A wholly owned subsidiary of Danaher Corporation (www,0
6,out\778.json,danaher,0
7,out\778.json,"com), Videojet is the core of the $1 billion Product Identification Platform",0
8,out\778.json,Our core values:,0
9,out\778.json,We empower creativity and ground-breaking thinking to help us uncover breakthrough solutions and accelerate the pace of innovation,0
10,out\778.json,"To ensure we set our new associates up for success when they start, we have developed a robust onboarding plan to help you ramp up successfully",0
11,out\778.json,We believe with conviction that diversity helps us uncover more powerful customer insights and ultimately creates an advantage in the markets we serve,0
12,out\778.json,And we would love to have you join us!,0
13,out\778.json,"As a Test Engineer you will be a key player in the development of Videojet’s core product range of Continuous Ink Jet printers, working in close collaboration with others involved in the development and testing of our products, to ensure that they maintain a high level of quality and robustness",0
14,out\778.json,"After training and a tailored learning program when you join, you will design and develop automated and manual test cases for the core product range on real-time embedded applications targeting a Linux OS platform",0
15,out\778.json,"You will work as part of an international team of testers and developers, using different testing types such as functional testing, end -to-end, regression, exploratory, etc",0
16,out\778.json,raising defects where appropriate,0
17,out\778.json,You will have:,1
18,out\778.json,Knowledge of the software development lifecycle,1
19,out\778.json,"Experience of using test management tools, writing test cases and defect reporting",1
20,out\778.json,Familiarity of different test types,1
21,out\778.json,Ability to solve complex problems and innovate new ideas,1
22,out\778.json,An understanding of Quality Assurance,1
23,out\778.json,Good communication skills and enjoy working in a supportive team,1
24,out\778.json,Understanding of agile methodologies,1
25,out\778.json,An inquisitive mind,1
26,out\778.json,A good knowledge of Windows and Linux Operating Systems,1
27,out\778.json,Your Education and/or Desirable Background Experience will have:,1
28,out\778.json,"Bachelor’s degree, or qualified by experience",1
29,out\778.json,Minimum 3 years’ experience in a Software Test role,1
30,out\778.json,Proficiency in developing automated UI-driven test cases using a high-level scripting/programming language (for example Python or JavaScript),1
31,out\778.json,Our Offer:,0
32,out\778.json,"You will be part of a dynamic team in which there is a high focus on delivering results and continuous improvement, but also where having fun and teamwork is very important",0
33,out\778.json,"It's a fast-paced environment, a consultative role, where you will get to partner with people to achieve their strategic business goals",0
34,out\778.json,"You will work in a leading global company, with a manager who cares about you, your strengths and will help you to develop the best possible version of yourself",0
35,out\778.json,"When you join us, you’ll also be joining Danaher’s global organization, where 80,000 people wake up every day determined to help our customers win",0
36,out\778.json,"As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization",0
37,out\778.json,"At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve",0
38,out\778.json,"Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes",0
39,out\778.json,"If you’ve ever wondered what’s within you, there’s no better time to find out",0
0,out\78.json,Your mission,0
1,out\78.json,About AppFox,0
2,out\78.json,"We are a fast-growing team that develops innovative, cutting-edge software that makes a difference",0
3,out\78.json,AppFox is the product team at Automation Consultants responsible for building cutting edge software and apps that transform leading collaboration tools,0
4,out\78.json,"Our apps are used by over 1,500 companies worldwide to make a difference to their business",0
5,out\78.json,"Our customers include globally recognised brands such as Deloitte, Goldman Sachs and Mercedes-Benz",0
6,out\78.json,The Role,0
7,out\78.json,"Working as part of our development team, you will perform Full Stack development across a range of products",0
8,out\78.json,"As well as supporting and improving our existing applications, you will also generate new ideas for the team and produce new products",0
9,out\78.json,Responsibilities and Duties:,0
10,out\78.json,Perform front and back-end development on products and applications,0
11,out\78.json,"Assist in the design of new products, and interfaces in existing products – e",0
12,out\78.json,g,0
13,out\78.json,Optro Market,0
14,out\78.json,Share knowledge and new methods with the team,0
15,out\78.json,Software testing (unit and front-end),0
16,out\78.json,"Get involved with the management of infrastructure (AWS, Docker)",0
17,out\78.json,Ongoing training and accreditations in the latest tools and technologies,0
18,out\78.json,Implement bug fixes to existing products,0
19,out\78.json,Represent the team at numerous international events,0
20,out\78.json,Your profile,1
21,out\78.json,Qualifications and Skills:,1
22,out\78.json,Essential,1
23,out\78.json,Nice to have,1
24,out\78.json,"Experience using a variety of programming Languages, frameworks and tools including at least two of the following; Java, JavaScript, Python, C, C#, C++, SQL or Groovy",1
25,out\78.json,"Experience of using or administering Atlassian software such as Jira, Trello and Confluence",1
26,out\78.json,A Computer Science based degree with a 2:1 minimum,1
27,out\78.json,"Experience working with public Cloud solutions, such as AWS, Azure or GCP",1
28,out\78.json,Significant knowledge of algorithms and data structures,1
29,out\78.json,Demonstrable personal development projects – e,1
30,out\78.json,g,1
31,out\78.json,", GitHub and Open Source",1
32,out\78.json,"The passion for development, with the desire to collaborate with the team and generate new ideas",1
33,out\78.json,Why us?,0
34,out\78.json,"We know that here at Automation Consultants, our team members are the best in the industry",0
35,out\78.json,"So, we do everything we can to take care of them",0
36,out\78.json,"We offer ongoing training and professional development, tailored to the individual’s ambitions, as well as creating a team that learn from one another",0
37,out\78.json,We offer challenging projects within a supportive team and believe that your skills should always be growing,0
38,out\78.json,"Salary and Benefits: £35,000 - £40,000 Per Annum",0
39,out\78.json,33 days holiday (including bank holidays),0
40,out\78.json,Private Healthcare,0
41,out\78.json,Dental Insurance,0
42,out\78.json,Enhanced Maternity & Paternity plans,0
43,out\78.json,Pension Scheme,0
44,out\78.json,Dedicated ongoing training plan and budget,0
45,out\78.json,Flexible working hours and environment,0
46,out\78.json,Access to the Electric Car Scheme,0
47,out\78.json,Automation Consultant's Cycle to Work Scheme,0
48,out\78.json,Top Spec Machine and access to virtual test lab,0
49,out\78.json,"Onsite gym, showers, yoga lessons and more",0
50,out\78.json,"A subscription to Perkbox (dozens of offers, discounts, free gadget insurance, 2 for 1 cinema tickets, etc",0
51,out\78.json,),0
52,out\78.json,"Regular company-wide events, team social events, including Hackathons and competitions",0
53,out\78.json,"Automation Consultants are a leading, dynamic and forward-thinking company in the technology industry",0
54,out\78.json,"We work with a number of companies across the UK, delivering industry recognised automation solutions, software development and technical support",0
55,out\78.json,We are a fast-growing company currently recruiting in a number of roles,0
56,out\78.json,"We pride ourselves on our contemporaneity and innovation and welcome applications from ambitious, energetic and driven individuals",0
0,out\780.json,Summary: Our client is building a new software team for their industry leading music tech company and is seeking both graduate and experience developers who are ready to work on new and innovative products!,0
1,out\780.json,Note: Remote working available for experienced developers,0
2,out\780.json,"Salary: £24,000 - 80,000 per annum (dependent on skill set and experience)",0
3,out\780.json,Must have,1
4,out\780.json,Experience with C++,1
5,out\780.json,Motivation to learn new development skills,1
6,out\780.json,Cross platform audio development experience,1
7,out\780.json,Nice to have,1
8,out\780.json,"Experience with JUCE, QT, or similar audio development framework",1
9,out\780.json,Experience building DJ or music products,1
10,out\780.json,Degree qualification in Computer Science or similar,1
0,out\783.json,"We are looking for talented, passionate and experienced engineers with a mix of backend and frontend skills to join the team responsible for our product details page and booking flow",0
1,out\783.json,This team is currently rebuilding the front end of this critical user journey,0
2,out\783.json,"We are using the latest tech to make it as fast as possible, as well as experimenting with the user experience to make this process simple and easy for our members to book their dream holiday",0
3,out\783.json,"About Secret EscapesSecret Escapes is the world's leading members-only online travel deal company, offering inspiring travel experiences and hand-picked offers to over 75 million users worldwide across our family of brands",0
4,out\783.json,"Operating in 14 countries across Europe and Asia, Secret Escapes Group continues to grow and establish itself as a world-class business, dedicated to giving our members the best range and value in luxury travel deals at low prices",0
5,out\783.json,"Secret Escapes operates a flexible working policy, and we are all in the office 1 day a week (minimum) and have core hours of 10am-4pm (you can make up the other hours to suit you)",0
6,out\783.json,"In keeping with being an inspirational travel brand, we also have a 'Work from Anywhere' policy, so you can work from anywhere in the world for up to a month each year! We're a diverse and inclusive bunch of individuals from different backgrounds and with varied interests, but the one thing we all have in common is that we're good people (even if we do say so ourselves!)",0
7,out\783.json,"The Role & what you'll doAs a software engineer you'll be part of a cross-functional team, working together with other engineers, designers and the product team to shape the work that will be done",0
8,out\783.json,You will be,0
9,out\783.json,"Working with a mix of technologies including Groovy, Grails 4 (framework based on Java Spring boot), Serverless backends (using TypeScript and GraphQL) and some frontend work using React with TypeScript",0
10,out\783.json,"Involved in the full life cycle of a feature, from initial scoping, design and discovery through development, QA and release",0
11,out\783.json,"Part of the wider tech communities, such as architecture or frontend communities where you can share ideas and learnings with other engineers, and help to shape what the future of the tech stack at Secret Escapes",0
12,out\783.json,"The TeamOnce you have found a holiday that looks great, how do you check all the details are right for you, select your dates and book your dream trip? This is the part of the user journey that the team you will be joining is responsible for",0
13,out\783.json,We are in the process of rebuilding everything in the flow in React using (and contributing to) our in-house component library,0
14,out\783.json,We're building everything with server side rendering and are aiming to make this flow a breeze for the user both in terms of speed and user experience,0
15,out\783.json,"We have fully embraced flexible working, with a choice of hybrid or fully remote options and flexibility around core hours",0
16,out\783.json,Must haves,1
17,out\783.json,Strong backend experience working with Java based frameworks (e,1
18,out\783.json,g,1
